ID,encoded_pixels
image_099,2:29583 2 30146 2 31793 16 32354 20 32917 20 33478 24 34041 24 34602 31 35165 31 35728 35 36291 35 36854 37 37417 37 37980 37 38541 39 39104 39 39664 42 40227 42 40790 40 41353 40 41914 44 42477 44 43040 42 43603 42 44166 44 44729 44 45292 44 45851 48 46414 48 46972 53 47535 53 48096 57 48659 57 49218 61 49781 61 50339 69 50898 73 51461 73 52020 79 52583 79 53143 84 53706 84 54269 84 54832 84 55395 84 55958 84 56519 86 57080 90 57643 90 58204 92 58767 92 59328 94 59891 94 60454 94 61017 94 61580 94 62143 94 62703 99 63266 99 63829 99 64392 102 64955 102 65516 104 66079 104 66640 108 67203 108 67766 108 68329 108 68892 110 69455 110 70016 112 70574 119 71137 119 71696 125 72259 125 72818 132 73381 132 73944 134 74507 134 75067 139 75630 139 76191 143 76754 143 77317 143 77878 150 78441 150 79002 154 79565 154 80128 154 80691 154 81249 161 81812 161 82375 161 82934 167 83497 167 84056 171 84619 171 85168 185 85731 185 86290 189 86853 189 87412 193 87975 193 88533 196 89094 200 89657 200 90218 202 90781 202 91342 204 91905 204 92465 207 93028 207 93591 207 94154 207 94715 209 95274 213 95837 213 96398 215 96961 215 97521 218 98084 218 98641 224 99204 224 99758 233 100321 233 100880 237 101440 240 102003 240 102566 240 103129 240 103692 242 104255 242 104818 240 105381 240 105944 242 106507 242 107073 242 107636 242 108199 242 108762 242 109325 242 109890 240 110453 240 111018 238 111581 238 112144 235 112707 235 113270 235 113833 235 114396 235 114959 238 115522 238 116083 240 116646 240 117209 240 117501 5 117772 240 118064 5 118335 242 118625 9 118898 242 119188 9 119459 246 119712 11 119745 15 120022 266 120303 22 120585 266 120866 22 121148 270 121427 24 121711 270 121990 24 122274 275 122551 28 122837 275 123114 28 123400 308 123963 308 124526 308 125089 308 125652 308 126215 305 126778 305 127343 303 127906 303 128469 303 129032 303 129595 303 130158 303 130723 304 131286 304 131849 304 132412 306 132975 306 133538 310 134101 310 134664 319 135227 319 135788 323 136351 323 136916 326 137479 326 138040 330 138603 330 139166 332 139729 35 139773 288 140292 35 140336 288 140857 26 140901 290 141420 26 141464 290 141990 17 142027 290 142553 17 142590 290 143120 11 143153 290 143683 11 143716 290 144248 7 144281 288 144811 7 144844 288 145405 288 145968 288 146531 288 147094 288 147657 288 148218 292 148781 292 149346 290 149909 290 150470 292 151033 292 151596 292 152159 292 152722 292 153287 290 153850 290 154413 290 154976 290 155539 290 156102 290 156665 290 157228 290 157793 291 158354 295 158917 295 159480 297 160043 297 160606 308 161169 308 161732 317 162295 317 162858 321 163421 321 163984 321 164547 323 165110 323 165671 328 166234 328 166799 326 167362 326 167925 326 168488 326 169051 326 169614 326 170177 326 170740 323 171303 323 171866 323 172429 323 172992 323 173555 323 174120 319 174683 319 175246 319 175809 319 176372 319 176935 321 177498 321 178061 321 178624 321 179187 324 179750 324 180313 324 180876 324 181439 324 182002 324 182565 324 183128 324 183691 324 184256 322 184819 322 185382 322 185945 322 186511 316 187074 316 187639 312 188202 312 188767 308 189332 304 189895 304 190463 290 191026 290 191591 284 192154 284 192719 271 193282 271 193849 236 194098 11 194412 236 194661 11 194980 224 195547 216 196110 216 196675 187 196873 14 197238 187 197436 14 197801 187 197999 14 198364 187 198562 14 198927 187 199128 8 199490 187 199691 8 200056 184 200619 184 201182 182 201745 182 202310 178 202875 174 203438 174 204001 172 204564 172 205129 170 205692 170 206255 170 206818 170 207383 170 207946 170 208509 170 209077 165 209640 165 210207 163 210770 163 211338 160 211901 160 212468 156 213031 156 213596 154 214159 154 214724 150 215290 145 215853 145 216420 139 216983 139 217548 132 218111 132 218679 112 219242 112 219811 90 220374 90 220942 74 221505 68 222068 68 222633 61 223196 61 223763 44 224326 44
image_100,2:79887 10 80574 10 81261 10 81948 10 82635 2 82640 3 83322 2 83327 3
image_101,1:25061 7 25612 7 26161 11 26708 2 26712 15 27259 2 27263 15 27810 17 28361 17 28912 17 29463 17 30009 20 30560 20 31111 20 31662 20 32218 13 32769 13 33320 13 33871 13 34342 2 34346 3 34351 2 34426 7 34893 2 34897 3 34902 2 34977 7 35440 17 35526 11 35991 17 36077 11 36540 19 37091 19 37642 17 38193 17 38742 17 39293 17 39387 7 39844 17 39938 7 40397 10 40948 10
image_102,1:97812 33 98268 45 98731 45 99188 55 99648 70 100111 70 100572 92 101031 105 101494 105 101954 112 102413 119 102876 119 103337 125 103797 130 104260 130 104719 134 105180 136 105643 136 106104 138 106567 138 107030 138 107492 139 107955 139 108416 139 108879 139 109342 139 109805 137 110268 135 110731 135 111192 134 111655 132 112118 132 112579 134 113042 132 113505 132 113966 132 114429 131 114892 131 115354 130 115815 130 116278 130 116741 128 117202 128 117665 128 118126 130 118589 129 119052 129 119515 127 119978 125 120441 125 120902 127 121365 127 121828 125 122291 125 122754 125 123216 123 123679 119 124142 119 124601 119 125064 118 125527 118 125990 114 126453 112 126916 112 127377 112 127842 108 128305 108 128768 108 129233 105 129696 105 130159 105 130624 99 131087 99 131550 88 131640 2 131644 1 131647 2 132014 82 132477 82 132940 84 133403 67 133472 2 133476 2 133479 2 133483 2 133866 67 133935 2 133939 2 133942 2 133946 2 134329 69 134404 1 134407 2 134411 2 134792 56 134850 2 134854 2 134857 2 134861 2 134868 2 135255 56 135313 2 135317 2 135320 2 135324 2 135331 2 135720 56 135778 2 135782 1 136183 56 136241 2 136245 1 136646 54 137115 47 137578 47 138042 40 138084 2 138509 27 138538 2 138542 1 138972 27 139001 2 139005 1 139437 23 139909 2 139913 5 140372 2 140376 5
image_103,1:71414 11 71963 11 72510 9 73059 9 73610 7 74159 7 74708 7 75257 7 75806 7 76355 7 76904 5 77453 5~2:54629 9 55178 9 55725 11 56274 11 56821 15 57370 15 57919 15 58468 15 59017 15 59566 15 60115 15 60664 15 61213 15 61762 15 62313 13 62862 13 63413 9 63962 9 64511 7 65060 7
image_104,1:145147 12 145930 12 146676 62 147459 62 148242 62 149022 77 149805 77 150582 92 151365 92 152142 107 152925 107 153699 122 154482 122 155265 122 156039 3 156045 131 156822 3 156828 131 157599 146 158382 146 159165 153 159948 153 160721 166 161504 166 162287 166 163064 175 163847 175 164624 184 165407 184 166181 196 166964 196 167747 196 168518 208 169301 208 170075 220 170858 220 171631 233 172414 233 173191 242 173974 242 174757 242 175534 251 176317 251 177094 257 177877 257 178654 263 179437 263 180220 263 180997 269 181780 269 182560 272 183343 272 184123 275 184906 275 185686 281 186469 281 187252 281 188032 284 188815 284 189588 294 190371 294 191154 294 191937 294 192714 300 193497 300 194280 300 195063 300 195846 300 196626 303 197409 303 198192 306 198975 306 199758 306 200538 309 201321 309 202104 309 202887 309 203667 312 204450 312 205230 315 206013 315 206796 315 207573 321 208356 321 209139 321 209922 321 210702 327 211485 327 212268 327 213051 327 213834 327 214617 330 215400 330 216183 330 216966 330 217746 333 218529 333 219312 333 220095 333 220878 333 221661 333 222444 333 223227 333 224010 333 224790 336 225573 336 226356 336 227139 336 227922 336 228705 336 229488 336 230271 336 231054 336 231837 336 232617 339 233400 339 234186 339 234969 339 235749 339 236532 339 237315 339 238098 339 238881 339 239664 339 240447 339 241230 339 242013 339 242796 339 243579 339 244362 339 245145 339 245928 339 246711 339 247494 339 248280 333 249063 333 249846 333 250629 333 251412 333 252195 330 252978 330 253761 327 254544 327 255327 327 256110 327 256896 321 257679 321 258462 321 259245 318 260028 318 260811 318 261594 318 262377 315 263160 315 263943 315 264726 312 265509 312 266295 306 267078 306 267861 303 268644 303 269430 297 270213 297 270996 297 271779 294 272562 294 273345 287 274128 287 274914 278 275697 278 276483 269 277266 269 278049 269 278832 263 279615 263 280401 251 281184 251 281967 245 282750 245 283533 245 284319 236 285102 236 285885 236 286668 236 287454 230 288237 230 289020 227 289803 227 290586 227 291372 224 292155 224 292941 218 293724 218 294507 214 295290 214 296073 214 296859 211 297642 211 298428 205 299211 205 299998 198 300781 198 301564 195 302347 195 303130 195 303916 189 304699 189 305485 180 306268 180 307051 177 307834 177 308620 171 309403 171 310186 171 310972 165 311755 165 312541 162 313324 162 314110 153 314893 153 315676 153 316462 147 317245 147 318031 141 318814 141 319603 129 320386 129 321175 116 321958 116 322741 116 323527 110 324310 110 325099 98 325882 98 326672 85 327455 85 328238 85 329030 73 329813 73 330602 58 331385 58 332186 15 332969 15
image_105,1:44830 30 45611 30 46386 51 47167 51 47941 68 48722 68 49503 68 50278 80 51059 80 51834 104 52615 104 53387 140 54168 140 54940 162 55721 162 56502 162 57274 180 58055 180 58821 219 59602 219 60376 287 61157 287 61938 287 62716 290 63497 290 64272 299 65053 299 65831 305 66612 305 67387 311 68168 311 68949 311 69727 317 70508 317 71286 330 71619 3 71625 3 72067 330 72400 3 72406 3 72848 369 73629 369 74407 381 75188 381 75969 381 76750 384 77531 384 78312 394 79093 394 79871 403 80652 403 81433 409 82214 409 82995 409 83776 418 84557 418 85335 427 86116 427 86897 433 87678 433 88456 442 89237 442 90018 442 90799 448 91580 448 92358 457 93139 457 93917 467 94698 467 95476 473 96257 473 97038 473 97819 479 98600 479 99375 488 100156 488 100937 494 101718 494 102496 500 103277 500 104058 500 104835 510 105616 510 106394 516 107175 516 107956 519 108737 519 109515 522 110296 522 111077 522 111855 528 112636 528 113414 534 114195 534 114973 543 115754 543 116535 543 117310 555 118091 555 118869 558 119650 558 120425 567 121206 567 121984 573 122765 573 123546 573 124324 583 125105 583 125883 592 126664 592 127445 604 128226 604 129004 613 129785 613 130566 613 131344 622 132125 622 132906 622 133687 622 134465 628 135246 628 136027 628 136808 628 137589 628 138367 634 139148 634 139926 637 140707 637 141481 647 142262 647 143040 650 143821 650 144602 650 145380 656 146161 656 146939 659 147720 659 148498 662 149279 662 150060 665 150841 665 151622 665 152400 668 153181 668 153962 668 154743 668 155521 671 156302 671 157083 671 157864 671 158645 671 159423 674 160204 674 160982 677 161763 677 162544 677 163325 677 164106 677 164887 677 165668 677 166446 680 167227 680 168008 680 168789 680 169567 683 170348 683 171129 683 171910 683 172691 683 173472 686 174253 686 175034 686 175815 686 176593 689 177374 689 178155 689 178939 686 179720 686 180501 686 181282 686 182060 686 182841 686 183622 689 184403 689 185184 689 185965 686 186746 686 187530 683 188311 683 189092 683 189873 683 190657 677 191438 677 192219 677 193003 674 193784 674 194568 671 195349 671 196130 668 196911 668 197695 665 198476 665 199257 665 200041 662 200822 662 201606 659 202387 659 203171 656 203952 656 204736 650 205517 650 206298 650 207079 650 207860 650 208644 644 209425 644 210209 638 210990 638 211775 631 212556 631 213337 631 214118 625 214899 625 215683 619 216464 619 217248 610 218029 610 218813 604 219594 604 220375 604 221159 598 221940 598 222724 595 223505 595 224289 589 225070 589 225854 586 226635 586 227416 586 228197 583 228978 583 229762 580 230543 580 231324 577 232105 577 232886 577 233670 574 234451 574 235232 574 236013 574 236797 567 237578 567 238362 564 239143 564 239924 564 240705 564 241486 564 242267 564 243048 564 243832 561 244613 561 245394 561 246175 561 246956 561 247737 561 248518 561 249299 561 250080 561 250861 561 251642 561 252423 558 253204 558 253985 558 254766 558 255547 558 256328 555 257109 555 257893 552 258674 552 259455 552 260236 552 261017 552 261798 549 262579 549 263363 546 264144 546 264925 543 265706 543 266490 540 267271 540 268052 540 268833 540 269614 540 270398 534 271179 534 271960 531 272741 531 273522 531 274303 531 275084 531 275868 525 276649 525 277430 525 278211 525 278992 522 279773 522 280557 519 281338 519 282119 519 282900 516 283681 516 284462 513 285243 513 286027 510 286808 510 287589 510 288370 504 289151 504 289936 500 290717 500 291498 497 292279 497 293063 491 293844 491 294625 491 295409 485 296190 485 296974 479 297755 479 298542 470 299323 470 300110 461 300891 461 301672 461 302456 455 303237 455 304021 448 304802 448 305586 442 306367 442 307151 436 307932 436 308713 436 309497 430 310278 430 311059 424 311840 424 312624 418 313405 418 314189 409 314970 409 315751 409 316535 403 317316 403 318100 397 318881 397 319672 384 320453 384 321240 372 322021 372 322802 372 323595 357 324376 357 325166 342 325947 342 326737 330 327518 330 328305 3 328311 312 329086 3 329092 312 329867 3 329873 312 330657 305 331438 305 332229 3 332235 3 332241 283 333010 3 333016 3 333022 283 333806 277 334587 277 335371 271 336152 271 336933 271 337720 265 338501 265 339282 262 340063 262 340862 241 341643 241 342424 241 343227 216 344008 216 344798 204 345579 204 346372 58 346442 116 347153 58 347223 116 347943 43 348007 107 348724 43 348788 107 349505 43 349569 107 350307 4 350314 3 350320 3 350356 95 351088 4 351095 3 351101 3 351137 95 351918 89 352699 89 353514 43 354295 43~2:304469 4 305250 4 306028 3 306809 3
image_106,1:84357 47 84914 47 85464 63 86021 63 86574 71 87131 71 87683 81 88240 81 88791 91 89348 91 89900 101 90453 107 91010 107 91563 113 92120 113 92672 120 93229 120 93784 124 94341 124 94894 130 95451 130 96006 132 96560 138 97117 138 97672 140 98229 140 98784 144 99341 144 99896 146 100453 146 101008 150 101565 150 102120 152 102677 152 103234 152 103788 155 104345 155 104902 155 105459 155 106014 157 106571 157 107128 157 107685 157 108242 157 108799 157 109354 161 109911 161 110468 161 111023 163 111580 163 112137 163 112694 163 113251 163 113808 163 114365 163 114922 163 115479 163 116038 161 116595 161 117152 161 117709 161 118266 161 118823 161 119380 159 119937 159 120496 157 121053 157 121610 157 122169 155 122726 155 123283 155 123840 155 124400 150 124957 150 125516 146 126073 146 126630 146 127187 146 127746 141 128305 137 128862 137 129423 133 129980 133 130540 126 131097 126 131658 122 132215 122 132776 116 133333 116 133895 109 134452 109 135013 102 135577 91 136134 91 136695 85 137252 85 137815 74 138372 74 138934 65 139491 65 140057 52 140614 52 141181 33
image_107,<empty>
image_108,1:120095 11 121022 11 121945 22 122872 22 123796 3 123803 44 124723 3 124730 44 125650 3 125657 44 126537 14 126573 58 127464 14 127500 58 128384 21 128431 51 129311 21 129358 51 130231 32 130274 4 130281 55 131158 32 131201 4 131208 55 132077 109 133004 109 133924 112 134851 112 135778 112 136701 116 137628 116 138552 116 139479 116 140402 120 141329 120 142256 116 143183 116 144110 116 145034 115 145961 115 146888 112 147815 112 148742 108 149669 108 150596 101 151523 101 152450 101 153377 101 154304 101 155231 101 156158 101 157085 76 158012 76 158942 76 159022 3 159029 4 159869 76 159949 3 159956 4 160796 73 161723 73 162654 72 163581 72 164508 72 165435 69 166362 69 167292 69 167365 3 168219 69 168292 3 169150 62 170077 62 171008 61 171073 3 171935 61 172000 3 172862 61 172927 3 173792 58 174719 58 175650 54 176577 54 177511 36 178438 36 179376 22 180303 22
image_109,1:13282 18 13703 19 13742 38 14172 19 14211 38 14638 88 15099 105 15568 105 16030 117 16497 123 16966 123 17431 131 17900 134 18369 134 18837 137 19304 141 19773 141 20240 145 20709 147 21178 147 21645 150 22110 158 22579 158 23047 161 23516 163 23985 163 24452 165 24921 167 25390 167 25855 171 26322 173 26791 173 27257 177 27722 180 28191 180 28656 185 29125 185 29594 185 30061 187 30529 188 30998 188 31465 192 31932 194 32401 194 32868 198 33337 198 33806 198 34271 202 34740 204 35209 204 35677 205 36146 207 36615 207 37082 209 37551 209 38020 209 38487 212 38956 212 39425 212 39892 214 40361 216 40830 216 41297 218 41766 218 42235 218 42706 218 43175 218 43644 218 44113 220 44582 220 45051 220 45522 218 45991 218 46462 216 46929 218 47398 218 47869 216 48338 216 48807 216 49276 214 49745 214 50214 214 50683 214 51152 214 51621 214 52090 214 52561 210 53030 210 53500 207 53969 207 54438 207 54907 206 55378 204 55847 204 56318 200 56787 198 57256 198 57727 194 58200 188 58669 188 59139 186 59610 182 60079 182 60550 178 61025 170 61494 170 61966 165 62439 159 62908 159 63381 154 63853 151 64322 151 64795 145 65268 139 65737 139 66207 134 66680 127 67149 127 67622 119 68094 112 68563 112 69038 99 69512 83 69981 83 70465 61 70960 27 71429 27
image_110,1:171322 33 172085 33 172833 68 173596 68 174353 83 175116 83 175879 83 176633 95 177396 95 178153 104 178916 104 179670 116 180433 116 181187 128 181950 128 182713 128 183470 137 184233 137 184990 146 185753 146 186513 149 187276 149 188036 155 188799 155 189562 155 190322 158 191085 158 191845 164 192608 164 193371 164 194134 164 194897 164 195660 164 196423 164 197186 164 197949 164 198712 164 199475 164 200238 161 201001 161 201764 158 202527 158 203293 152 204056 152 204819 152 205582 149 206345 149 207108 149 207871 149 208637 143 209400 143 210163 140 210926 140 211689 140 212455 134 213218 134 213984 128 214747 128 215513 119 216276 119 217042 110 217805 110 218574 99 219337 99 220100 99 220869 84 221632 84 222410 57 223173 57~2:316363 3 317126 3 317886 6 318649 6 319412 6 320175 6 320938 6 321701 9 322464 9 323227 15 323990 15 324753 24 325516 24 326282 15 326306 6 327045 15 327069 6
image_111,1:273024 40 273865 40 274706 40 275537 69 276378 69 277213 82 278054 82 278895 82 279733 92 280574 92 281415 92 282252 99 283093 99 283934 99 284772 105 285613 105 286451 111 287292 111 288133 111 288970 119 289811 119 290652 119 291490 122 292331 122 293169 128 294010 128 294851 128 295692 131 296533 131 297374 131 298215 131 299056 131 299897 131 300735 134 301576 134 302417 134 303258 134 304099 134 304940 138 305781 138 306622 138 307459 142 308300 142 309141 142 309982 142 310823 142 311664 145 312505 145 313346 145 314187 145 315028 145 315869 145 316710 145 317551 145 318392 145 319233 145 320074 145 320912 148 321753 148 322594 148 323435 148 324276 148 325117 148 325958 151 326799 151 327640 151 328481 151 329322 151 330163 151 331004 151 331845 151 332686 151 333527 151 334371 151 335212 151 336053 151 336894 148 337735 148 338576 148 339417 151 340258 151 341099 151 341940 148 342781 148 343626 147 344467 147 345308 147 346149 144 346990 144 347831 144 348672 144 349513 144 350357 138 351198 138 352039 138 352880 138 353721 138 354562 138 355406 132 356247 132 357088 132 357929 128 358770 128 359614 122 360455 122 361296 122 362141 115 362982 115 363823 115 364667 105 365508 105 366352 99 367193 99 368034 99 368879 92 369720 92 370561 92 371408 76 372249 76 373090 76 373944 53 374785 53
image_112,2:112843 11 113525 11 114202 3 114207 14 114884 3 114889 14 115561 26 116243 26 116930 24 117612 24 118294 24 118976 24 119658 24 120340 27 121022 27 121707 24 122389 24 123071 24 123753 24 124435 24 125117 24 125799 24 126486 19 127168 19 127855 14 128537 14 235363 19 235718 10 236045 19 236400 10 236725 42 237071 27 237407 42 237753 27 238089 40 238443 13 238771 40 239125 13 239453 24 240135 24 240817 21 241499 21 242181 21 242863 16 243545 16 244229 8 244911 8 256098 8 256780 8 257371 117 258053 117 258735 117 259399 157 260081 157 260760 165 261442 165 262121 163 262803 163 263485 141 264167 141 264847 138 265529 138 266211 138 266893 135 267575 135 268257 133 268939 133 269621 130 270303 130 270987 123 271669 123 272351 120 273033 120 273715 120 274397 115 275079 115 275764 99 276446 99 277128 88 277810 88 278492 80 279174 80 279859 66 280541 66 281228 40 281910 40 282592 40 283277 32 283959 32 284643 27 285325 27 286002 32 286684 32 287366 32 288048 32 288730 32 289412 32 290094 32 290779 26 291461 26 292145 19 292827 19
